,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Tip Count,Rating,Like Count
337,Clinton,40.7583336869064,-73.99640768221386,5328895b498e4be8392022b3,East & West,40.75941317300476,-73.99543533747469,Restaurant,7,6.6,3
338,Clinton,40.7583336869064,-73.99640768221386,423e0e80f964a52049201fe3,Dalton's Bar & Grill,40.75925609137865,-73.99202422088419,Sports Bar,47,6.6,3
339,Clinton,40.7583336869064,-73.99640768221386,4d5c7eb11ef2f04de5bef5cd,Southern Hospitality,40.760453780766646,-73.99117301512263,Southern / Soul Food Restaurant,244,6.6,3
340,Clinton,40.7583336869064,-73.99640768221386,4ade7510f964a520fc7521e3,Theatre Row Diner,40.758789,-73.993798,Diner,29,6.5,3
341,Clinton,40.7583336869064,-73.99640768221386,4c4e37dcea24c9b6aa5f4915,Réunion Surf Bar,40.75961897955301,-73.99166690271579,Cocktail Bar,174,7.8,3
342,Midtown,40.75469110270628,-73.98166882730311,51ca35d4498e950b67e87df8,Shake Shack,40.75270011367852,-73.97709378302513,Burger Joint,122,8.5,3
343,Midtown,40.75469110270628,-73.98166882730311,4c20ecac4889a59372262720,Five Guys,40.75819556155353,-73.97970985854455,Burger Joint,65,8.3,3
344,Midtown,40.75469110270628,-73.98166882730311,4ce6d20af08f8eece5b40130,The Counter,40.75522799288076,-73.98674681653998,Burger Joint,228,8.1,3
345,Midtown,40.75469110270628,-73.98166882730311,4eb2ec5077c846fcfeb2d366,STK Midtown,40.75526151840718,-73.98288809343393,Burger Joint,108,7.8,3
346,Midtown,40.75469110270628,-73.98166882730311,4d5eb4429f67f04d1bcf63fb,BV's Burger,40.756944872447136,-73.98382274362702,Burger Joint,11,7.8,3
347,Midtown,40.75469110270628,-73.98166882730311,596ea52ec9a51775f8ac079d,Burger & Lobster,40.75610410226789,-73.98497824808942,American Restaurant,29,8.1,3
348,Midtown,40.75469110270628,-73.98166882730311,59af2bde65cdf82b4a51f617,by CHLOE.,40.7580629,-73.9788542,Vegetarian / Vegan Restaurant,20,8.9,2
349,Midtown,40.75469110270628,-73.98166882730311,51a687ba498ea278646fb5c3,Parker & Quinn,40.7526106,-73.98502839999998,American Restaurant,84,8.2,3
350,Midtown,40.75469110270628,-73.98166882730311,4a43b04ff964a520afa61fe3,Ruby Tuesday,40.75516955471529,-73.98693800107652,Burger Joint,164,7.7,2
351,Midtown,40.75469110270628,-73.98166882730311,56facbbd498e99adeb533117,Chick-fil-A,40.7574254,-73.9819682,Fast Food Restaurant,30,8.5,3
352,Midtown,40.75469110270628,-73.98166882730311,428a8580f964a52083231fe3,Hard Rock Cafe,40.75703518267677,-73.98661120492821,Theme Restaurant,621,8.6,3
353,Midtown,40.75469110270628,-73.98166882730311,4b0dc59af964a520cd4f23e3,Kosher Deluxe,40.75654725507125,-73.97991482494466,Burger Joint,17,7.0,3
354,Midtown,40.75469110270628,-73.98166882730311,5ab5be3ad3cce81a8231ceb3,Five Guys,40.75195946397741,-73.98617515749329,Burger Joint,1,8.6,3
355,Midtown,40.75469110270628,-73.98166882730311,3fd66200f964a5206aea1ee3,Aureole,40.755391430155335,-73.98541049111519,American Restaurant,89,7.8,3
356,Midtown,40.75469110270628,-73.98166882730311,4efe5a33d3e364d5fb05e280,Vitae,40.75558839999999,-73.9785483,American Restaurant,49,8.2,3
357,Midtown,40.75469110270628,-73.98166882730311,49dceeecf964a520c05f1fe3,HB Burger,40.756102707415664,-73.98492981296341,Burger Joint,80,6.6,3
358,Midtown,40.75469110270628,-73.98166882730311,4accaf20f964a52033c920e3,Brooklyn Diner,40.75650255874428,-73.98588918763393,Diner,109,7.5,3
359,Midtown,40.75469110270628,-73.98166882730311,3fd66200f964a52059ea1ee3,Pershing Square Café,40.75178280831583,-73.97793738146655,American Restaurant,152,7.5,3
360,Midtown,40.75469110270628,-73.98166882730311,3fd66200f964a5207de91ee3,Bryant Park Grill,40.75343337201152,-73.9833686571817,American Restaurant,152,7.1,3
361,Midtown,40.75469110270628,-73.98166882730311,52a95a8111d2ab3dfe7d35ee,The Shakespeare,40.75051219751051,-73.98022770881653,Gastropub,67,7.9,3
362,Midtown,40.75469110270628,-73.98166882730311,47676e3bf964a520f14c1fe3,BXL Cafe,40.756055107221336,-73.98482834631682,Bar,92,7.8,2
363,Midtown,40.75469110270628,-73.98166882730311,4c33a86a66e40f47d85cc88b,The Shop,40.752793,-73.98119399999999,American Restaurant,66,6.9,3
364,Midtown,40.75469110270628,-73.98166882730311,4a6a25c0f964a520b7cc1fe3,Connolly's Pub & Restaurant,40.75728220000001,-73.983625,Irish Pub,119,7.3,2
365,Midtown,40.75469110270628,-73.98166882730311,4bb637dcef159c74d09975f7,Bar 44,40.75550324388685,-73.98250839236468,Hotel Bar,40,7.4,3
366,Midtown,40.75469110270628,-73.98166882730311,5702afe6498ec2255b8c13f9,Burgers By Hard Times Sundaes,40.75444663999178,-73.97690863224912,Burger Joint,15,6.2,3
367,Midtown,40.75469110270628,-73.98166882730311,4a6baea8f964a52096cf1fe3,Planet Hollywood,40.7579436,-73.9851237,American Restaurant,142,6.7,3
368,Midtown,40.75469110270628,-73.98166882730311,4fd757bd003937c44976c991,Cock & Bull British Pub and Eatery,40.755946174428786,-73.98062072601766,Pub,66,7.4,3
369,Midtown,40.75469110270628,-73.98166882730311,4accda9cf964a520c5c920e3,Madison & Vine,40.752276384099396,-73.97965585644326,American Restaurant,40,6.5,3
370,Midtown,40.75469110270628,-73.98166882730311,4b12f781f964a520ca9123e3,The Long Room,40.7565753171848,-73.98438923361337,Pub,80,7.3,3
371,Midtown,40.75469110270628,-73.98166882730311,4ad103f8f964a520f4db20e3,Heartland Brewery,40.75630798593142,-73.98531803213417,Brewery,117,6.7,2
372,Midtown,40.75469110270628,-73.98166882730311,4f0f0e55e4b06ab9f9cb7036,Tri Tip Grill,40.75281239893301,-73.97731822635441,Burger Joint,16,6.3,3
373,Midtown,40.75469110270628,-73.98166882730311,3fd66200f964a5201dea1ee3,Virgil's Real BBQ,40.75685,-73.9851,BBQ Joint,273,7.9,2
374,Midtown,40.75469110270628,-73.98166882730311,4ac5468cf964a52052b120e3,Point Break NYC,40.75579063121789,-73.98037308190393,Bar,122,6.3,1
375,Midtown,40.75469110270628,-73.98166882730311,56ec7def38fa89316c537d66,Sean's Bar & Kitchen,40.75823158092072,-73.97991976303615,Irish Pub,14,6.8,2
376,Midtown,40.75469110270628,-73.98166882730311,49cd8f90f964a520ff591fe3,O'Briens Irish Pub,40.7581643679131,-73.98381175357929,Pub,62,7.2,3
377,Midtown,40.75469110270628,-73.98166882730311,3fd66200f964a52070e71ee3,Michael Jordan's The Steak House N.Y.C.,40.7530806,-73.9772353,Steakhouse,73,6.6,3
378,Midtown,40.75469110270628,-73.98166882730311,3fd66200f964a5207ee31ee3,Mulligan's Pub,40.75107885490096,-73.98050833984003,Pub,31,6.8,3
379,Midtown,40.75469110270628,-73.98166882730311,4ba2265af964a5205adf37e3,McDonald's,40.753042,-73.98028000000002,Fast Food Restaurant,39,5.6,3
380,Midtown,40.75469110270628,-73.98166882730311,41a12c00f964a520351e1fe3,Connolly's Pub & Restaurant,40.7561728,-73.9778118,Irish Pub,36,6.0,3
381,Midtown,40.75469110270628,-73.98166882730311,45c84eb8f964a5206b421fe3,The Perfect Pint,40.757275052984674,-73.98385738291942,Irish Pub,79,6.9,3
