,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
371,Upper East Side,40.77563857330185,-73.96050763135005,3fd66200f964a52073e81ee3,Mad River Bar & Grille,40.77607527907748,-73.95598284452117,Pub
372,Yorkville,40.77592984988492,-73.94711784471833,51f194b7498e5ea7b6458f78,Bareburger,40.77776399957451,-73.94903864903887,Burger Joint
373,Yorkville,40.77592984988492,-73.94711784471833,4b0dd1d9f964a520b65023e3,Mansion Restaurant,40.7759621,-73.9467767,Diner
374,Yorkville,40.77592984988492,-73.94711784471833,5202340b498e2a22f0d56432,The Supply House,40.7775779,-73.952268,Bar
375,Yorkville,40.77592984988492,-73.94711784471833,467ffefcf964a52019481fe3,Cafe D'Alsace,40.77915220371584,-73.95106941461563,French Restaurant
376,Yorkville,40.77592984988492,-73.94711784471833,52bfac81498eeba382012f35,Bondurants,40.77711865075638,-73.95204331058143,Bar
377,Yorkville,40.77592984988492,-73.94711784471833,5734fe3f498ed7cf0dd66fef,Ethyl's Alcohol & Food,40.77699064154686,-73.95237618153155,Bar
378,Yorkville,40.77592984988492,-73.94711784471833,45fbbe93f964a52061441fe3,Genesis Bar & Restaurant,40.77954840119824,-73.95051207314302,Sports Bar
379,Yorkville,40.77592984988492,-73.94711784471833,3fd66200f964a520dbe81ee3,Rathbone's,40.77934712359898,-73.95069270894403,Sports Bar
380,Yorkville,40.77592984988492,-73.94711784471833,4a3d4791f964a5200ea21fe3,Gracie Mews Diner,40.77353688350828,-73.9517811929898,Diner
381,Yorkville,40.77592984988492,-73.94711784471833,52f287cc11d26849c4522392,Five Mile Stone,40.77724623519559,-73.95218284225118,Bar
382,Yorkville,40.77592984988492,-73.94711784471833,3fd66200f964a5206fe81ee3,Dorrian's Red Hand,40.77647497186799,-73.9525851447182,Bar
383,Yorkville,40.77592984988492,-73.94711784471833,4aaaf5cdf964a520475820e3,East End Bar & Grill,40.77740490094202,-73.94893499330323,Sports Bar
384,Yorkville,40.77592984988492,-73.94711784471833,5816825738fa002769098f5d,Mocha Burger Express,40.776147,-73.952964,Burger Joint
385,Yorkville,40.77592984988492,-73.94711784471833,5343e85d498ee3a87c5ca1fe,Gracie's Corner Diner,40.77777548513098,-73.95181068185282,Diner
386,Yorkville,40.77592984988492,-73.94711784471833,50e9f18de4b0924935787cab,International Wings Factory,40.78035918635292,-73.94689455172706,Wings Joint
387,Lenox Hill,40.768112658287365,-73.95885968813765,3fd66200f964a52044ea1ee3,J.G. Melon,40.77105,-73.95931,Burger Joint
388,Lenox Hill,40.768112658287365,-73.95885968813765,54f03650498ee77ce407e052,5 Napkin Burger,40.767448,-73.9596012,Burger Joint
389,Lenox Hill,40.768112658287365,-73.95885968813765,4f36cf39e4b0fc67a89276f5,Bareburger,40.768504958401984,-73.95519116524162,Burger Joint
390,Lenox Hill,40.768112658287365,-73.95885968813765,55f0d205498eb7dd602e122f,Mel's Burger Bar,40.77109561905668,-73.95669201047615,Burger Joint
391,Lenox Hill,40.768112658287365,-73.95885968813765,4ab2e033f964a520c56c20e3,Americas Burgers & Wraps,40.766911,-73.962512,Burger Joint
392,Lenox Hill,40.768112658287365,-73.95885968813765,4db60dd04df05e5aaaff8c23,Eats,40.77232374284225,-73.96081599097909,Burger Joint
393,Lenox Hill,40.768112658287365,-73.95885968813765,3fd66200f964a520dbe71ee3,EJ's Luncheonette,40.770459,-73.959843,Diner
394,Lenox Hill,40.768112658287365,-73.95885968813765,49d012ecf964a520fc5a1fe3,The Stumble Inn,40.771316658668866,-73.95633817737706,Bar
395,Lenox Hill,40.768112658287365,-73.95885968813765,4f95cf8bd5fb282730b426c5,The Pony Bar,40.769780846710525,-73.95449468539174,Bar
396,Lenox Hill,40.768112658287365,-73.95885968813765,4ae230f8f964a5209f8b21e3,Cafe Luka,40.76696129261124,-73.95662560422726,Diner
397,Lenox Hill,40.768112658287365,-73.95885968813765,4dd927101f6ee146834c5e6a,Good Health Natural Cafe,40.769501678625616,-73.95482665311529,Vegetarian / Vegan Restaurant
398,Lenox Hill,40.768112658287365,-73.95885968813765,40f47780f964a520990a1fe3,Finnegans Wake,40.76855160620952,-73.95558314299699,Bar
399,Lenox Hill,40.768112658287365,-73.95885968813765,4b5c5b25f964a520362c29e3,Neil's Coffee Shop,40.76903847170227,-73.96314605175094,Diner
400,Lenox Hill,40.768112658287365,-73.95885968813765,4ead80849a52ba78477a4869,Oysters Burgers & Martinis,40.77234777855396,-73.96077469950781,Burger Joint
401,Lenox Hill,40.768112658287365,-73.95885968813765,4e9e02edcc2132d67d7b4de6,Goburger,40.770344394306065,-73.95637432467015,Food Truck
402,Lenox Hill,40.768112658287365,-73.95885968813765,4ad2b59ff964a52088e220e3,Silver Star Diner,40.764363010718085,-73.96165125146348,Diner
403,Upper West Side,40.7876579985349,-73.97705923630609,59bee8dee2d4aa3d685c37a9,J.G. Melon,40.785835871799414,-73.97646085991214,Burger Joint
404,Upper West Side,40.7876579985349,-73.97705923630609,4e6ab03588772457c493153b,Island Burgers & Shakes,40.78402855663061,-73.97773543063792,Burger Joint
405,Upper West Side,40.7876579985349,-73.97705923630609,44281118f964a520ba311fe3,Fred's Restaurant,40.785657789223166,-73.97653947514475,American Restaurant
406,Upper West Side,40.7876579985349,-73.97705923630609,4b67772af964a520ae502be3,5 Napkin Burger,40.78707,-73.97791,Burger Joint
407,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a5200ce91ee3,George Keeley NYC,40.78599,-73.976172,Pub
408,Upper West Side,40.7876579985349,-73.97705923630609,5349cafa11d2adce986d476d,e's BAR,40.786789787793204,-73.97565381430984,Bar
409,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a5203fea1ee3,Good Enough to Eat,40.78591765629621,-73.9726321073054,Burger Joint
410,Upper West Side,40.7876579985349,-73.97705923630609,4a541923f964a52008b31fe3,Hi-Life,40.785653503704474,-73.97640262142791,American Restaurant
411,Upper West Side,40.7876579985349,-73.97705923630609,51e773a850190e36800d5ccd,Burke & Wills,40.7835706135138,-73.97948846159886,Australian Restaurant
412,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52068e91ee3,Sarabeth's West,40.783991183741506,-73.97771267491618,Breakfast Spot
413,Upper West Side,40.7876579985349,-73.97705923630609,4a6c86acf964a520b7d01fe3,Peacefood Cafe,40.78516588233606,-73.97706383152412,Vegetarian / Vegan Restaurant
414,Upper West Side,40.7876579985349,-73.97705923630609,581e56f30d63b178d22a0cc6,Caledonia Bar,40.78409048478559,-73.9777126525013,Bar
415,Upper West Side,40.7876579985349,-73.97705923630609,4394c89bf964a520842b1fe3,Nice Matin,40.783302106913446,-73.97838339603005,French Restaurant
416,Upper West Side,40.7876579985349,-73.97705923630609,49ccef74f964a5209f591fe3,City Diner,40.791052360159746,-73.97441903351526,Diner
417,Upper West Side,40.7876579985349,-73.97705923630609,4bf4254d706e20a1ebfda898,Big Daddy's,40.7911514,-73.97390829999999,Diner
418,Upper West Side,40.7876579985349,-73.97705923630609,59fe6daba92d9866eb4cdfc4,Big Bang Burger NYC,40.7842022,-73.9777571,American Restaurant
419,Upper West Side,40.7876579985349,-73.97705923630609,40fc6080f964a520250b1fe3,The Gin Mill,40.78460871565815,-73.97735348419154,Bar
420,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52044e81ee3,Blondies,40.78348738780915,-73.97911071192236,Sports Bar
421,Upper West Side,40.7876579985349,-73.97705923630609,49f13760f964a5209e691fe3,St. James Gate Publick House,40.78449568971589,-73.97732893024435,Bar
422,Upper West Side,40.7876579985349,-73.97705923630609,520948728bbd00bb118ea27f,Joe's Burger Joint,40.786130547387124,-73.976891040802,Burger Joint
423,Upper West Side,40.7876579985349,-73.97705923630609,533b5fd311d2c6bce602cb5d,Prime Burger,40.787557,-73.976712,Burger Joint
424,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a5203be81ee3,Prohibition,40.78530141030111,-73.97297416179856,Bar
425,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52064e91ee3,The Parlour,40.78845759879725,-73.97700050343445,Bar
426,Upper West Side,40.7876579985349,-73.97705923630609,52001d38498ebd3217fbe9de,Barley & Grain,40.78393289098802,-73.97778044082953,Whisky Bar
427,Upper West Side,40.7876579985349,-73.97705923630609,4acc9630f964a52005c920e3,Cafe on Broadway,40.78802524254015,-73.97675358617093,Café
428,Upper West Side,40.7876579985349,-73.97705923630609,4df0ceebd22d4336871907df,The Coffee Place,40.78417088815232,-73.97976315928804,Food Truck
429,Upper West Side,40.7876579985349,-73.97705923630609,5c833770c03635002c77c5ec,Geteburgers,40.78606,-73.972729,Burger Joint
430,Upper West Side,40.7876579985349,-73.97705923630609,4aa28cd7f964a520e04120e3,Cafe Eighty Two,40.78588868693218,-73.97849781926122,Diner
431,Upper West Side,40.7876579985349,-73.97705923630609,4e1c78a06284ae9cf27b9100,Mamma's Famous Ristorante,40.788028186089214,-73.97674458650052,Pizza Place
432,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52042e81ee3,Jake's Dilemma,40.78426799409865,-73.97756732086017,Dive Bar
433,Lincoln Square,40.773528889421705,-73.9853377700127,4ab2a782f964a520c86b20e3,P.J. Clarke's,40.77184767661627,-73.98277613228194,Burger Joint
434,Lincoln Square,40.773528889421705,-73.9853377700127,5078c4f1e4b0dad821e1f6bd,The Smith,40.77150531958815,-73.98229201694723,American Restaurant
435,Lincoln Square,40.773528889421705,-73.9853377700127,4bf82d4e4a67c928beef24cf,Westside Restaurant,40.77611010943836,-73.9821352576765,Diner
436,Lincoln Square,40.773528889421705,-73.9853377700127,4b2ef4dbf964a520b5e824e3,Old John's Luncheonette,40.775323170285155,-73.9835745717441,American Restaurant
437,Lincoln Square,40.773528889421705,-73.9853377700127,50fd67f8d63e0510c2faeab4,Energy Kitchen-Fordham University,40.77108435727445,-73.98508787155151,Burger Joint
438,Lincoln Square,40.773528889421705,-73.9853377700127,4b01b98df964a520e04422e3,Olympic Flame Diner,40.7710898892809,-73.98719355945914,Diner
439,Clinton,40.7583336869064,-73.99640768221386,49d8c05df964a520c95d1fe3,5 Napkin Burger,40.760180000000005,-73.9910951312828,Burger Joint
440,Clinton,40.7583336869064,-73.99640768221386,54ddf9a1498e766ab85781f4,Friedman's,40.75527060199177,-73.99850924419557,American Restaurant
441,Clinton,40.7583336869064,-73.99640768221386,525d964a11d2be5d7eb1192c,Genuine Roadside,40.76238004254307,-73.99714227860706,American Restaurant
442,Clinton,40.7583336869064,-73.99640768221386,461f8cc8f964a5207e451fe3,West Bank Cafe,40.75865263806992,-73.99309881846278,American Restaurant
443,Clinton,40.7583336869064,-73.99640768221386,4665447af964a5207f471fe3,44 & X,40.76102377100562,-73.99451778340418,American Restaurant
444,Clinton,40.7583336869064,-73.99640768221386,43d9af53f964a520702e1fe3,Westway Diner,40.759463361033475,-73.99181609312693,Diner
445,Clinton,40.7583336869064,-73.99640768221386,50e1f055e4b0c48b6c1bc5c3,Smokey Burger Organic,40.75927362268507,-73.99062001731143,Burger Joint
446,Clinton,40.7583336869064,-73.99640768221386,4cfed101d088236a3f1a1226,Elsewhere,40.75923397989637,-73.99245570422836,American Restaurant
447,Clinton,40.7583336869064,-73.99640768221386,5328895b498e4be8392022b3,East & West,40.75941317300476,-73.99543533747469,Restaurant
448,Clinton,40.7583336869064,-73.99640768221386,423e0e80f964a52049201fe3,Dalton's Bar & Grill,40.759256091378646,-73.99202422088419,Sports Bar
449,Clinton,40.7583336869064,-73.99640768221386,4d5c7eb11ef2f04de5bef5cd,Southern Hospitality,40.76045378076666,-73.99117301512263,Southern / Soul Food Restaurant
450,Clinton,40.7583336869064,-73.99640768221386,5745cf0a498e50f815b89a69,Snax Spot,40.756836,-73.99322,Burger Joint
451,Clinton,40.7583336869064,-73.99640768221386,4ade7510f964a520fc7521e3,Theatre Row Diner,40.758789,-73.993798,Diner
452,Clinton,40.7583336869064,-73.99640768221386,4e8c68dfb803540e785aa5f2,George's,40.75776002491325,-74.0009627513546,Burger Joint
453,Clinton,40.7583336869064,-73.99640768221386,4c4e37dcea24c9b6aa5f4915,Réunion Surf Bar,40.759618979553004,-73.9916669027158,Cocktail Bar
454,Midtown,40.754691102706275,-73.98166882730311,51ca35d4498e950b67e87df8,Shake Shack,40.752700113678515,-73.97709378302513,Burger Joint
455,Midtown,40.754691102706275,-73.98166882730311,4c20ecac4889a59372262720,Five Guys,40.758195561553535,-73.97970985854454,Burger Joint
456,Midtown,40.754691102706275,-73.98166882730311,4ce6d20af08f8eece5b40130,The Counter,40.755227992880755,-73.98674681653998,Burger Joint
457,Midtown,40.754691102706275,-73.98166882730311,4eb2ec5077c846fcfeb2d366,STK Midtown,40.75526151840718,-73.98288809343394,Burger Joint
458,Midtown,40.754691102706275,-73.98166882730311,4d5eb4429f67f04d1bcf63fb,BV's Burger,40.756944872447136,-73.98382274362702,Burger Joint
459,Midtown,40.754691102706275,-73.98166882730311,596ea52ec9a51775f8ac079d,Burger & Lobster,40.756104102267884,-73.98497824808942,American Restaurant
460,Midtown,40.754691102706275,-73.98166882730311,59af2bde65cdf82b4a51f617,by CHLOE.,40.7580629,-73.9788542,Vegetarian / Vegan Restaurant
461,Midtown,40.754691102706275,-73.98166882730311,51a687ba498ea278646fb5c3,Parker & Quinn,40.7526106,-73.98502839999999,American Restaurant
462,Midtown,40.754691102706275,-73.98166882730311,4a43b04ff964a520afa61fe3,Ruby Tuesday,40.75516955471529,-73.98693800107652,Burger Joint
463,Midtown,40.754691102706275,-73.98166882730311,56facbbd498e99adeb533117,Chick-fil-A,40.7574254,-73.9819682,Fast Food Restaurant
464,Midtown,40.754691102706275,-73.98166882730311,428a8580f964a52083231fe3,Hard Rock Cafe,40.75703518267677,-73.98661120492818,Theme Restaurant
465,Midtown,40.754691102706275,-73.98166882730311,4b0dc59af964a520cd4f23e3,Kosher Deluxe,40.756547255071254,-73.97991482494466,Burger Joint
466,Midtown,40.754691102706275,-73.98166882730311,5ab5be3ad3cce81a8231ceb3,Five Guys,40.751959463977414,-73.9861751574933,Burger Joint
467,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a5206aea1ee3,Aureole,40.755391430155335,-73.98541049111519,American Restaurant
468,Midtown,40.754691102706275,-73.98166882730311,4efe5a33d3e364d5fb05e280,Vitae,40.7555884,-73.9785483,American Restaurant
469,Midtown,40.754691102706275,-73.98166882730311,49dceeecf964a520c05f1fe3,HB Burger,40.756102707415664,-73.98492981296341,Burger Joint
470,Midtown,40.754691102706275,-73.98166882730311,4accaf20f964a52033c920e3,Brooklyn Diner,40.75650255874428,-73.98588918763393,Diner
471,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a52059ea1ee3,Pershing Square Café,40.75178280831582,-73.97793738146655,American Restaurant
472,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a5207de91ee3,Bryant Park Grill,40.753433372011514,-73.9833686571817,American Restaurant
473,Midtown,40.754691102706275,-73.98166882730311,52a95a8111d2ab3dfe7d35ee,The Shakespeare,40.75051219751051,-73.98022770881653,Gastropub
474,Midtown,40.754691102706275,-73.98166882730311,47676e3bf964a520f14c1fe3,BXL Cafe,40.756055107221336,-73.98482834631682,Bar
475,Midtown,40.754691102706275,-73.98166882730311,4c33a86a66e40f47d85cc88b,The Shop,40.752793,-73.981194,American Restaurant
476,Midtown,40.754691102706275,-73.98166882730311,4a6a25c0f964a520b7cc1fe3,Connolly's Pub & Restaurant,40.7572822,-73.983625,Irish Pub
477,Midtown,40.754691102706275,-73.98166882730311,4bb637dcef159c74d09975f7,Bar 44,40.75550324388685,-73.98250839236468,Hotel Bar
478,Midtown,40.754691102706275,-73.98166882730311,5702afe6498ec2255b8c13f9,Burgers By Hard Times Sundaes,40.75444663999178,-73.97690863224912,Burger Joint
479,Midtown,40.754691102706275,-73.98166882730311,4a6baea8f964a52096cf1fe3,Planet Hollywood,40.7579436,-73.9851237,American Restaurant
480,Midtown,40.754691102706275,-73.98166882730311,4fd757bd003937c44976c991,Cock & Bull British Pub and Eatery,40.755946174428786,-73.98062072601765,Pub
481,Midtown,40.754691102706275,-73.98166882730311,4accda9cf964a520c5c920e3,Madison & Vine,40.75227638409939,-73.97965585644327,American Restaurant
482,Midtown,40.754691102706275,-73.98166882730311,4b12f781f964a520ca9123e3,The Long Room,40.756575317184804,-73.98438923361338,Pub
483,Midtown,40.754691102706275,-73.98166882730311,4ad103f8f964a520f4db20e3,Heartland Brewery,40.75630798593142,-73.98531803213417,Brewery
484,Midtown,40.754691102706275,-73.98166882730311,4f0f0e55e4b06ab9f9cb7036,Tri Tip Grill,40.75281239893301,-73.97731822635441,Burger Joint
485,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a5201dea1ee3,Virgil's Real BBQ,40.75685,-73.9851,BBQ Joint
486,Midtown,40.754691102706275,-73.98166882730311,4ac5468cf964a52052b120e3,Point Break NYC,40.755790631217884,-73.98037308190393,Bar
487,Midtown,40.754691102706275,-73.98166882730311,56ec7def38fa89316c537d66,Sean's Bar & Kitchen,40.75823158092072,-73.97991976303616,Irish Pub
488,Midtown,40.754691102706275,-73.98166882730311,49cd8f90f964a520ff591fe3,O'Briens Irish Pub,40.7581643679131,-73.98381175357929,Pub
489,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a52070e71ee3,Michael Jordan's The Steak House N.Y.C.,40.7530806,-73.9772353,Steakhouse
490,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a5207ee31ee3,Mulligan's Pub,40.75107885490096,-73.98050833984003,Pub
491,Midtown,40.754691102706275,-73.98166882730311,4ba2265af964a5205adf37e3,McDonald's,40.753042,-73.98028,Fast Food Restaurant
492,Midtown,40.754691102706275,-73.98166882730311,5c19240a6fd626002c0977a4,Duck Season,40.753888,-73.983819,Burger Joint
493,Midtown,40.754691102706275,-73.98166882730311,4d5eac5a149637044810cd94,Feed Your Hole,40.7567045105236,-73.98220806112806,Burger Joint
494,Midtown,40.754691102706275,-73.98166882730311,41a12c00f964a520351e1fe3,Connolly's Pub & Restaurant,40.7561728,-73.9778118,Irish Pub
495,Midtown,40.754691102706275,-73.98166882730311,45c84eb8f964a5206b421fe3,The Perfect Pint,40.757275052984674,-73.98385738291942,Irish Pub
496,Midtown,40.754691102706275,-73.98166882730311,584de2cfd439075d554e4a98,L'ADRESSE,40.753765991448375,-73.98509625680835,Café
497,Midtown,40.754691102706275,-73.98166882730311,4b89b4a2f964a520844c32e3,Gabby OHara's,40.75341916635074,-73.9865596732693,Pub
498,Midtown,40.754691102706275,-73.98166882730311,4e8cd404775bde318a4d6454,O'Donoghues Pub & Restaurant,40.75701783963928,-73.98519861512638,Bar
499,Midtown,40.754691102706275,-73.98166882730311,4ae9bca7f964a520f9b521e3,Wolf & Lamb Steakhouse,40.756738,-73.976988,Steakhouse
500,Midtown,40.754691102706275,-73.98166882730311,5c76c12ee55d8b002ce131a2,Black Iron Burger,40.75443,-73.97657,Burger Joint
501,Midtown,40.754691102706275,-73.98166882730311,53a877e9498e746b7aff3eff,Bob's Bar And Burger,40.75864943588753,-73.9834305003838,Burger Joint
502,Midtown,40.754691102706275,-73.98166882730311,4b036126f964a520114f22e3,Maggie's Place,40.756084333383164,-73.97694205808502,Bar
503,Midtown,40.754691102706275,-73.98166882730311,4a1df969f964a520b37b1fe3,The Australian,40.75134570986755,-73.98377018227603,Bar
504,Midtown,40.754691102706275,-73.98166882730311,3fd66200f964a520c7e31ee3,Bruce's Burger Shack,40.75111175601045,-73.9850948417952,Burger Joint
505,Midtown,40.754691102706275,-73.98166882730311,4b622088f964a52043372ae3,TGI Fridays,40.75772523979514,-73.97804372393239,American Restaurant
506,Midtown,40.754691102706275,-73.98166882730311,441e57d6f964a52077311fe3,O'Lunney's,40.757518,-73.984123,Pub
507,Midtown,40.754691102706275,-73.98166882730311,4ca51fe897c8a1cdad3a64a5,The Strand Bistro,40.75124859138163,-73.984751120655,American Restaurant
508,Midtown,40.754691102706275,-73.98166882730311,52b706df498ea21d44b8c711,T45,40.757356614489495,-73.9842126965849,Diner
509,Midtown,40.754691102706275,-73.98166882730311,4b0dde40f964a520b15123e3,Abigael's,40.75361456009895,-73.9871238030097,American Restaurant
510,Midtown,40.754691102706275,-73.98166882730311,4c75c2908d70b713d5dcdaad,Souvlaki GR Truck,40.756834111919005,-73.98186371063801,Food Truck
511,Midtown,40.754691102706275,-73.98166882730311,522763e711d23404c2e38bea,Katz & Dogz,40.7567187238501,-73.98196701584982,Food Truck
512,Midtown,40.754691102706275,-73.98166882730311,4a957708f964a5204f2320e3,Food World,40.7556274303534,-73.97778821586516,Food Court
513,Murray Hill,40.748303077252224,-73.97833207924134,5460fb3b498e94400cc7fd29,Shake Shack,40.74966574698551,-73.97571869830242,Burger Joint
514,Murray Hill,40.748303077252224,-73.97833207924134,4d757b46e40aa09373dd0be2,Bareburger,40.746151934915,-73.97813209894593,Burger Joint
515,Murray Hill,40.748303077252224,-73.97833207924134,3fd66200f964a52045ea1ee3,Jackson Hole,40.74615,-73.97749,Burger Joint
516,Murray Hill,40.748303077252224,-73.97833207924134,51ca35d4498e950b67e87df8,Shake Shack,40.752700113678515,-73.97709378302513,Burger Joint
517,Murray Hill,40.748303077252224,-73.97833207924134,4a89f883f964a5208f0920e3,Rare Bar & Grill Lexington,40.748489002320305,-73.97814227552286,Burger Joint
518,Murray Hill,40.748303077252224,-73.97833207924134,4ce9ac41e888f04db250496b,Park Avenue Tavern,40.75031,-73.9784,Bar
519,Murray Hill,40.748303077252224,-73.97833207924134,586c34c965e7c738e8d105b4,Five Guys,40.74558254781062,-73.9762794971466,Burger Joint
520,Murray Hill,40.748303077252224,-73.97833207924134,52a95a8111d2ab3dfe7d35ee,The Shakespeare,40.75051219751051,-73.98022770881653,Gastropub
521,Murray Hill,40.748303077252224,-73.97833207924134,56c72cbccd1086304ddcfbdb,Bedford & Co.,40.75040323863846,-73.97744945542509,Restaurant
522,Murray Hill,40.748303077252224,-73.97833207924134,49e79ffdf964a520e3641fe3,The Capital Grille,40.75105247439972,-73.97507825545438,American Restaurant
523,Murray Hill,40.748303077252224,-73.97833207924134,4b19bf81f964a52050e323e3,Cask Bar & Kitchen,40.745366347319944,-73.9791266488786,Pub
524,Murray Hill,40.748303077252224,-73.97833207924134,3fd66200f964a52059ea1ee3,Pershing Square Café,40.75178280831582,-73.97793738146655,American Restaurant
525,Murray Hill,40.748303077252224,-73.97833207924134,4f9ab1dbd4f2465542bc6750,Wolfgang's Steakhouse,40.746531281640806,-73.98195293767795,Steakhouse
526,Murray Hill,40.748303077252224,-73.97833207924134,5692c1e4498e4b7de60e23e0,The Flying Cock,40.745327,-73.978281,Pub
527,Murray Hill,40.748303077252224,-73.97833207924134,4a62028cf964a520d2c21fe3,Scotty's Diner,40.749718,-73.977469,Diner
528,Murray Hill,40.748303077252224,-73.97833207924134,4aa1a6a8f964a520654120e3,Duke's,40.74809,-73.97686,American Restaurant
529,Murray Hill,40.748303077252224,-73.97833207924134,53275ea2498e46e4f36109fd,Beer & Buns,40.74968596370767,-73.97770072357555,Burger Joint
530,Murray Hill,40.748303077252224,-73.97833207924134,4accda9cf964a520c5c920e3,Madison & Vine,40.75227638409939,-73.97965585644327,American Restaurant
531,Murray Hill,40.748303077252224,-73.97833207924134,428bd700f964a520a5231fe3,Bravest on 38th,40.747066,-73.97392,Bar
532,Murray Hill,40.748303077252224,-73.97833207924134,3fd66200f964a52074e71ee3,Grand Central Oyster Bar,40.75230650056164,-73.97776880966447,Seafood Restaurant
533,Murray Hill,40.748303077252224,-73.97833207924134,54cacbff498ec48ec86807f1,The Ainsworth Midtown,40.74686,-73.9823,American Restaurant
534,Murray Hill,40.748303077252224,-73.97833207924134,3fd66200f964a5207ee31ee3,Mulligan's Pub,40.75107885490096,-73.98050833984003,Pub
535,Murray Hill,40.748303077252224,-73.97833207924134,543c10ac498ec64de56f7ecc,Open Kitchen,40.74681171478884,-73.98293487467083,Restaurant
536,Murray Hill,40.748303077252224,-73.97833207924134,3fd66200f964a52065e71ee3,Gemini Restaurant,40.745436816903705,-73.97547592375466,Diner
537,Murray Hill,40.748303077252224,-73.97833207924134,3fd66200f964a52046e71ee3,Joshua Tree,40.74601506867846,-73.97792591033324,Bar
538,Murray Hill,40.748303077252224,-73.97833207924134,4a6a09fcf964a52072cc1fe3,Public House,40.75055411817874,-73.97603942215522,Bar
539,Murray Hill,40.748303077252224,-73.97833207924134,4709d045f964a520694b1fe3,Slattery's Midtown Pub,40.74940962208135,-73.98301073578487,Pub
540,Murray Hill,40.748303077252224,-73.97833207924134,49d7dbf5f964a5206c5d1fe3,Brother Jimmy's BBQ,40.744561321653826,-73.9809665785484,BBQ Joint
541,Murray Hill,40.748303077252224,-73.97833207924134,48821a51f964a52033511fe3,5th & Mad,40.749523743514345,-73.98321783979763,Irish Pub
542,Chelsea,40.744034706748025,-74.0031163347282,4edae02c9911a3e78dd03897,Bareburger,40.7420691,-74.0010979,Burger Joint
543,Chelsea,40.744034706748025,-74.0031163347282,43850280f964a520fd2a1fe3,Cookshop,40.745730534382005,-74.00559552616573,American Restaurant
544,Chelsea,40.744034706748025,-74.0031163347282,4c0c5587340720a166978993,Westville Chelsea,40.74196304002314,-74.0000471919283,American Restaurant
545,Chelsea,40.744034706748025,-74.0031163347282,4d004d2f202e224bd8fab22a,New York Burger Co.,40.7474035,-74.00406439999999,Burger Joint
546,Chelsea,40.744034706748025,-74.0031163347282,549a24a4498e739daa80ade0,Cooper's Craft & Kitchen,40.74266034881738,-74.00059640407562,Bar
547,Chelsea,40.744034706748025,-74.0031163347282,3fd66200f964a520c5e51ee3,Old Homestead Steakhouse,40.74114820222098,-74.00480427288352,Steakhouse
548,Chelsea,40.744034706748025,-74.0031163347282,55563fd7498ed1411217d872,Creamline,40.74235340536908,-74.00614912117321,Burger Joint
549,Chelsea,40.744034706748025,-74.0031163347282,4b17e419f964a52051c923e3,The Grey Dog - Chelsea,40.740602,-74.000698,Café
550,Chelsea,40.744034706748025,-74.0031163347282,49cc2743f964a5204e591fe3,Friedman's Lunch,40.74252341462121,-74.0064029639589,Breakfast Spot
551,Chelsea,40.744034706748025,-74.0031163347282,3fd66200f964a520cce51ee3,Trailer Park Lounge & Grill,40.74514614755673,-73.99805201534596,Burger Joint
552,Chelsea,40.744034706748025,-74.0031163347282,4aeb8850f964a5201fc321e3,Cleaver Counter,40.742221,-74.004681,American Restaurant
553,Chelsea,40.744034706748025,-74.0031163347282,57560444498e3144117ee490,Buns Bar,40.74268672304394,-73.99988495768022,Burger Joint
554,Chelsea,40.744034706748025,-74.0031163347282,4ac936d3f964a5202bbf20e3,Lucky's Famous Burgers,40.74516507763281,-73.99814497775291,Burger Joint
555,Chelsea,40.744034706748025,-74.0031163347282,3fd66200f964a520c2e51ee3,The Park,40.74431539563634,-74.00657398678209,Bar
556,Chelsea,40.744034706748025,-74.0031163347282,49d6bed4f964a520015d1fe3,Dallas BBQ,40.74548885654955,-73.99869223095719,BBQ Joint
557,Chelsea,40.744034706748025,-74.0031163347282,49cb0b51f964a520fb581fe3,Chelsea Square Restaurant,40.74645305291655,-74.00125842465192,Diner
558,Chelsea,40.744034706748025,-74.0031163347282,57d6d837498e96ccf11557d8,Burger Inc.,40.741144126949386,-74.00462662658227,Burger Joint
559,Chelsea,40.744034706748025,-74.0031163347282,4a91817af964a520761a20e3,The Dish,40.743641960662764,-73.99970043614015,Diner
560,Chelsea,40.744034706748025,-74.0031163347282,4a5b6773f964a5201bbb1fe3,Star On 18 Diner Cafe,40.74457822135594,-74.00640613121662,Diner
