,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
753,Battery Park City,40.71193198394569,-74.01686930508625,4a01ee7bf964a52010711fe3,P.J. Clarke's,40.71335815035693,-74.01626088575756,Burger Joint
754,Battery Park City,40.71193198394569,-74.01686930508625,53910122498ebdced55ff0ee,Umami Burger,40.712575161014776,-74.0160144730425,Burger Joint
755,Battery Park City,40.71193198394569,-74.01686930508625,51cde558011c221bf79219a0,Bill's Bar & Burger,40.70936301095898,-74.0141804516316,Burger Joint
756,Battery Park City,40.71193198394569,-74.01686930508625,4efd1635f790570bcf88cbfd,Blue Smoke,40.714641818092,-74.01533201866637,BBQ Joint
757,Battery Park City,40.71193198394569,-74.01686930508625,49f125dcf964a52091691fe3,O'Hara's Restaurant & Pub,40.70989378141622,-74.01283563128297,Pub
758,Battery Park City,40.71193198394569,-74.01686930508625,4d34caa4c75a6ea84a9522ae,Merchants River House,40.71140312066202,-74.01793033337756,American Restaurant
759,Battery Park City,40.71193198394569,-74.01686930508625,51cac19e498e1f28926b8a8d,Morton's the Steakhouse,40.70970051946106,-74.01395380496979,Steakhouse
760,Battery Park City,40.71193198394569,-74.01686930508625,551cd23f498e6ba825517e3f,Le Bar,40.713021749914,-74.01608723871051,Bar
761,Battery Park City,40.71193198394569,-74.01686930508625,51b77ea1454a57610205b352,Clinton Hall,40.708219322446745,-74.01445976327362,Beer Garden
762,Battery Park City,40.71193198394569,-74.01686930508625,594301c89411f241f5b6a2ee,Del Frisco's Grille,40.7140038,-74.0150122,Steakhouse
763,Battery Park City,40.71193198394569,-74.01686930508625,50ca02c7245f2d4aa8c2cc9b,Church & Dey,40.71142273895372,-74.01100506240954,Hotel Bar
764,Battery Park City,40.71193198394569,-74.01686930508625,4afd9156f964a520a82822e3,Burger King,40.709677,-74.0118873,Fast Food Restaurant
765,Financial District,40.707107107270524,-74.01066544521277,5787b68e498efcabbebba4f8,Shake Shack,40.710528,-74.008988,Burger Joint
766,Financial District,40.707107107270524,-74.01066544521277,5ada32224f0e584592628c1f,Manhatta,40.70765446542056,-74.00913779853676,New American Restaurant
767,Financial District,40.707107107270524,-74.01066544521277,4116be80f964a520fc0b1fe3,Ulysses Folk House,40.70444213958797,-74.01008595039855,Burger Joint
768,Financial District,40.707107107270524,-74.01066544521277,4a5d19b7f964a52032bd1fe3,Trinity Place,40.70941222236404,-74.0111442269979,Bar
769,Financial District,40.707107107270524,-74.01066544521277,4aa8259ff964a5209b4f20e3,The Capital Grille,40.70790272478362,-74.01008616860734,Steakhouse
770,Financial District,40.707107107270524,-74.01066544521277,5419c024498e81544e23eee9,Bareburger,40.71001272404991,-74.00622950214203,Burger Joint
771,Financial District,40.707107107270524,-74.01066544521277,51cde558011c221bf79219a0,Bill's Bar & Burger,40.70936301095898,-74.0141804516316,Burger Joint
772,Financial District,40.707107107270524,-74.01066544521277,4ab27744f964a520486b20e3,Harry's Cafe and Steak,40.704558487365915,-74.00974598616519,Steakhouse
773,Financial District,40.707107107270524,-74.01066544521277,5ab51b6aa4b51b3dc096ed68,Chick-fil-A,40.7104194,-74.0085499,Fast Food Restaurant
774,Financial District,40.707107107270524,-74.01066544521277,53a7307a498e56d9917d8f32,Melt Shop,40.70980014513768,-74.00667697191238,Burger Joint
775,Financial District,40.707107107270524,-74.01066544521277,49f125dcf964a52091691fe3,O'Hara's Restaurant & Pub,40.70989378141622,-74.01283563128297,Pub
776,Financial District,40.707107107270524,-74.01066544521277,4a4548c0f964a52000a81fe3,Bobby Van's,40.70629074586,-74.01103813155486,Steakhouse
777,Financial District,40.707107107270524,-74.01066544521277,555ba8d9498eae864d326936,The Malt House FiDi,40.7094042310673,-74.00984190111932,Bar
778,Financial District,40.707107107270524,-74.01066544521277,3fd66200f964a520e6e81ee3,Delmonico's,40.7051528646903,-74.01055116348026,Steakhouse
779,Financial District,40.707107107270524,-74.01066544521277,58fa6663c530932d7a53ec1e,Westville Wall Street,40.70476029018973,-74.00673200859217,American Restaurant
780,Financial District,40.707107107270524,-74.01066544521277,3fd66200f964a520d7e41ee3,Stone Street Tavern,40.70432253999865,-74.01025004936773,Pub
781,Financial District,40.707107107270524,-74.01066544521277,4a561d04f964a52077b41fe3,Burger Burger,40.70407301521319,-74.01061722952952,Burger Joint
782,Financial District,40.707107107270524,-74.01066544521277,49c02175f964a5204b551fe3,George's New York,40.70789469022385,-74.01349950922047,Diner
783,Financial District,40.707107107270524,-74.01066544521277,524ec99dbce6f81274188abb,Smashburger,40.7094265873242,-74.00654986004281,Burger Joint
784,Financial District,40.707107107270524,-74.01066544521277,4b08b57af964a5202b1123e3,Charly's,40.709467722211336,-74.01151351840748,Burger Joint
785,Financial District,40.707107107270524,-74.01066544521277,57b61f2a498ed8856425737c,Broadstone Bar & Kitchen,40.704165,-74.011747,Bar
786,Financial District,40.707107107270524,-74.01066544521277,57ae0be1cd100274743d07df,Essen,40.70340030170799,-74.01207955931972,American Restaurant
787,Financial District,40.707107107270524,-74.01066544521277,5355a5ca498e506aae75edb7,Stout,40.70796666767343,-74.00673650037702,Bar
788,Financial District,40.707107107270524,-74.01066544521277,4a523834f964a52068b11fe3,The White Horse Tavern,40.70356379468508,-74.01251461822916,Bar
789,Financial District,40.707107107270524,-74.01066544521277,3fd66200f964a5203eea1ee3,The Porterhouse at Fraunces Tavern,40.70357087919917,-74.01133565223935,American Restaurant
790,Financial District,40.707107107270524,-74.01066544521277,507f06e9e4b0d2368fcbada4,Fraunces Tavern,40.70352594119276,-74.01139528322373,Bar
791,Financial District,40.707107107270524,-74.01066544521277,4c94e71b58d4b60c07e42c29,The Bailey Pub & Brasserie,40.70716822582996,-74.00884104872678,Pub
792,Financial District,40.707107107270524,-74.01066544521277,51b77ea1454a57610205b352,Clinton Hall,40.708219322446745,-74.01445976327362,Beer Garden
793,Financial District,40.707107107270524,-74.01066544521277,51cac19e498e1f28926b8a8d,Morton's the Steakhouse,40.70970051946106,-74.01395380496979,Steakhouse
794,Financial District,40.707107107270524,-74.01066544521277,4324c500f964a520a9271fe3,Pound & Pence,40.708622274866855,-74.00953554528327,Gastropub
795,Financial District,40.707107107270524,-74.01066544521277,51d0a4d5498eea190529ccea,Reserve Cut,40.706131938349245,-74.01135377427823,Steakhouse
796,Financial District,40.707107107270524,-74.01066544521277,5aa85a8f3af9886c61cf2e8f,The Ainsworth,40.71020619191394,-74.0070136194729,Sports Bar
797,Financial District,40.707107107270524,-74.01066544521277,4b462fbcf964a520761926e3,Rockwell's,40.70288540088016,-74.01145335079197,Deli / Bodega
798,Financial District,40.707107107270524,-74.01066544521277,4a6640b3f964a5204cc81fe3,Schnitzel & Things,40.70360780293372,-74.00997215478597,Food Truck
799,Financial District,40.707107107270524,-74.01066544521277,4a4a9f62f964a52003ac1fe3,Murphy's Tavern,40.70406521898781,-74.01260037604386,Bar
800,Financial District,40.707107107270524,-74.01066544521277,4d7e74cde7e1721ef8cfe00b,Ryan Maguire's Ale House,40.70818,-74.00515,Bar
801,Financial District,40.707107107270524,-74.01066544521277,509d636e5d2463e87154805d,TGI Fridays,40.70652278881377,-74.01296044886521,American Restaurant
802,Financial District,40.707107107270524,-74.01066544521277,529e29a4498ea495fd0f76cc,Fritesnmeats,40.70409884429758,-74.00895383745137,Burger Joint
803,Financial District,40.707107107270524,-74.01066544521277,3fd66200f964a520c1e81ee3,Jim Brady's,40.70763524766279,-74.00812748468353,Pub
804,Financial District,40.707107107270524,-74.01066544521277,4ae9c4eaf964a52039b621e3,McDonald's,40.7094789,-74.0100364,Fast Food Restaurant
805,Financial District,40.707107107270524,-74.01066544521277,5caa3e42916bc1002c6bd1ca,77 Burger,40.704076,-74.010629,Burger Joint
806,Financial District,40.707107107270524,-74.01066544521277,4a9168cdf964a5201c1a20e3,Pearl Diner,40.70696228799898,-74.0062941878154,Diner
807,Financial District,40.707107107270524,-74.01066544521277,526ac1b611d206c487db6d17,Route 66 Smokehouse,40.704145769377284,-74.01039068256134,BBQ Joint
808,Financial District,40.707107107270524,-74.01066544521277,546147a8498edd74bb1e4b60,Bravo Kosher Downtown,40.7064,-74.013885,Kosher Restaurant
809,Financial District,40.707107107270524,-74.01066544521277,50ca02c7245f2d4aa8c2cc9b,Church & Dey,40.71142273895372,-74.01100506240954,Hotel Bar
810,Financial District,40.707107107270524,-74.01066544521277,4afd9156f964a520a82822e3,Burger King,40.709677,-74.0118873,Fast Food Restaurant
811,Financial District,40.707107107270524,-74.01066544521277,3fd66200f964a520d8e41ee3,Beckett's Bar & Grill,40.70425169139255,-74.01031952301219,Bar
812,Financial District,40.707107107270524,-74.01066544521277,4dbed93834dc0fa63f2f0d16,Burger King,40.70968425403033,-74.00700688362122,Fast Food Restaurant
813,Financial District,40.707107107270524,-74.01066544521277,4a15a2e8f964a520a9781fe3,Mad Dog & Beans Mexican Cantina,40.7042195983736,-74.01017218638565,Mexican Restaurant
814,Financial District,40.707107107270524,-74.01066544521277,4b63029af964a520865d2ae3,Au Bon Pain,40.70518371478595,-74.0114842595144,Bakery
815,Financial District,40.707107107270524,-74.01066544521277,51c9c70e498e6659308ec2a4,Harrys Cafe,40.70276698460431,-74.01184284394358,Steakhouse
816,Astoria,40.768508593354966,-73.9156537430424,4e932e7fb8032b150b0cd628,Burger Club,40.76648708944814,-73.9205783587744,Burger Joint
817,Astoria,40.768508593354966,-73.9156537430424,553ffa91498e2c76f06c0c03,SVL Bar,40.76981639052601,-73.91853012633574,Burger Joint
818,Astoria,40.768508593354966,-73.9156537430424,4a9b0e2cf964a520373420e3,Sweet Afton,40.76535,-73.918983,Bar
819,Astoria,40.768508593354966,-73.9156537430424,428bd700f964a5209c231fe3,The Sparrow Tavern,40.772935367519025,-73.91645686322842,Bar
820,Astoria,40.768508593354966,-73.9156537430424,4eac90c6dab4a75e09bfbd41,Butcher Bar,40.76443654357215,-73.91627777034051,BBQ Joint
821,Astoria,40.768508593354966,-73.9156537430424,40da1980f964a5206c011fe3,Neptune Diner,40.77078768729911,-73.91688990608493,Diner
822,Astoria,40.768508593354966,-73.9156537430424,4e6aa7f6b0fb8b8a844e3ce5,Create & Go,40.76502149198756,-73.91717205518748,Salad Place
823,Astoria,40.768508593354966,-73.9156537430424,4ab14f02f964a520f76820e3,Burger King,40.769464373225325,-73.91643404960632,Fast Food Restaurant
824,Astoria,40.768508593354966,-73.9156537430424,4bc75a2914d795215b3767e9,Café Via Espresso,40.7686759,-73.9108511,Café
825,Astoria,40.768508593354966,-73.9156537430424,59cd6e0a1f744063cf276649,New York Burger House,40.76435634049001,-73.9164662361145,Burger Joint
826,Astoria,40.768508593354966,-73.9156537430424,4ac653b9f964a520c2b320e3,Pita Pan,40.764375501931475,-73.9159775626252,Mediterranean Restaurant
827,Astoria,40.768508593354966,-73.9156537430424,4f5907cce4b08e27a131e60f,Chubby Burgers & Chicken,40.76549385898441,-73.91370798323295,Burger Joint
828,Astoria,40.768508593354966,-73.9156537430424,51782e64e4b07f1155daf64a,Katch Astoria,40.76730667878876,-73.92026975973391,Sports Bar
829,Woodside,40.746349088602265,-73.9018416683829,4ad0b0eff964a52027d920e3,Jollibee,40.745986,-73.901197,Fast Food Restaurant
830,Woodside,40.746349088602265,-73.9018416683829,4df0f5d7cc3fdd9d03f786bb,F. Ottomanelli Burgers and Belgian Fries,40.745027624845875,-73.90407788526826,Burger Joint
831,Woodside,40.746349088602265,-73.9018416683829,4532a38ef964a520843b1fe3,Donovan's Pub,40.74535632079923,-73.9065903558088,Burger Joint
832,Woodside,40.746349088602265,-73.9018416683829,470f58caf964a5208f4b1fe3,Sean Og's,40.744865299112035,-73.90441983693239,Pub
833,Woodside,40.746349088602265,-73.9018416683829,4babe2b8f964a52031d23ae3,Woodside Cafe,40.74495693588502,-73.90417882427998,American Restaurant
834,Woodside,40.746349088602265,-73.9018416683829,51e185a9498e5d95fea33cbf,Cafe Con Amor,40.74603862638633,-73.89944081561286,American Restaurant
835,Woodside,40.746349088602265,-73.9018416683829,46f7576cf964a520fc4a1fe3,Stop Inn,40.745526330272696,-73.90347626719475,Diner
836,Woodside,40.746349088602265,-73.9018416683829,4a29a7eaf964a520b9951fe3,Saints and Sinners,40.7455002318339,-73.9042508703017,Pub
837,Woodside,40.746349088602265,-73.9018416683829,5116c253e4b0ec510997255f,daro's pizza & chicken woodside queens,40.746184831487646,-73.89689132133297,Pizza Place
838,Jackson Heights,40.75198138007372,-73.88282109164372,5674a7af498e82a72f522dc3,Emoji Burger,40.749588946573525,-73.88590551928344,Burger Joint
839,Jackson Heights,40.75198138007372,-73.88282109164372,4b1c414df964a520160524e3,Jahn's,40.74966209162248,-73.88504988594164,Diner
840,Jackson Heights,40.75198138007372,-73.88282109164372,4f2b1467e4b048e465ee7173,Just Made 4 U,40.74963973228118,-73.88554430750861,Café
841,Elmhurst,40.74404850512207,-73.88165622288395,58aa491ca19e903c6de9746d,Prontito,40.74758,-73.88043,Snack Place
842,Howard Beach,40.654225277384896,-73.83813764600289,4c191005d4d9c9281563f029,Burger King,40.65448498240821,-73.83917033672333,Fast Food Restaurant
843,Howard Beach,40.654225277384896,-73.83813764600289,4c13b49f7f7f2d7f747edf68,Cross Bay Diner,40.656601500221555,-73.83896451505065,Diner
844,Forest Hills,40.725263782165065,-73.84447500788991,4abda7aef964a520418b20e3,T-Bone Diner,40.72167576416229,-73.84454163805538,Diner
845,Kew Gardens,40.70517903541485,-73.82981905825709,4acbf386f964a5206fc820e3,Austin's Ale House,40.709426167460336,-73.82997325323419,Pub
846,Kew Gardens,40.70517903541485,-73.82981905825709,4c3e49fe1ef0d13ae01d9280,Singas Famous Pizza,40.7088699596655,-73.83049852765888,Pizza Place
847,Kew Gardens,40.70517903541485,-73.82981905825709,4b101a5bf964a520166923e3,Mini-burger,40.708837120939236,-73.83037651729441,American Restaurant
848,Kew Gardens,40.70517903541485,-73.82981905825709,4b5f5f77f964a520afb629e3,Village Diner,40.70770533228679,-73.8312109837122,Diner
849,Richmond Hill,40.69794731471767,-73.83183321446894,4d9f3ef3ded9a093e0090107,Gus's Burger Joint,40.698810553700255,-73.83026718655299,Burger Joint
850,Richmond Hill,40.69794731471767,-73.83183321446894,4df5307952b100c2d8008f36,Kennedy Fried Chicken,40.69986470172646,-73.83141016864529,Fried Chicken Joint
851,Downtown Flushing,40.761163620818756,-73.82936758711861,5b8ac81be55d8b002cc4a3ce,Sonic Drive-In,40.760244,-73.8283596,Burger Joint
852,Downtown Flushing,40.761163620818756,-73.82936758711861,4b81ed82f964a52049c430e3,Burger King,40.7596966,-73.8304248,Fast Food Restaurant
853,Downtown Flushing,40.761163620818756,-73.82936758711861,4ca9ffc176d3a09353f4246b,Best Burger,40.75983524322391,-73.82982015609527,Burger Joint
854,Downtown Flushing,40.761163620818756,-73.82936758711861,4f321d4419836c91c7b7583d,Friendly's Ice Cream Shop,40.758539,-73.831019,Ice Cream Shop
855,Long Island City,40.750217346105316,-73.93920223915512,525c1acc498e80d1f8814ac7,The Baroness Bar,40.75158244595828,-73.93966444998067,Bar
856,Long Island City,40.750217346105316,-73.93920223915512,4c4dff7f67929c74f368699b,The Burger Garage,40.746847,-73.942472,Burger Joint
857,Long Island City,40.750217346105316,-73.93920223915512,521d617c11d2d3f4edb81926,M. Wells Steakhouse,40.74839103721746,-73.94233553952344,Steakhouse
858,Long Island City,40.750217346105316,-73.93920223915512,4f1db21fe4b0065cbd1cdd74,Checkers,40.749915744400354,-73.93966167361066,Burger Joint
859,Long Island City,40.750217346105316,-73.93920223915512,4c4f9bb23a6f2d7fa0cb1f76,Plaza Panini Cafe,40.750332,-73.940468,Café
860,Long Island City,40.750217346105316,-73.93920223915512,58dbafafe72ef64283d0b7af,First Stop Bar&Grill,40.750213408846015,-73.93956686305054,Bar
861,Long Island City,40.750217346105316,-73.93920223915512,59ce706864c8e16699174033,Terry And Yaki,40.74709953392468,-73.9429079575227,Food Truck
862,Sunnyside,40.74017628351928,-73.92691617561584,4a0c616ff964a52026751fe3,Pete's Grill,40.74369686270076,-73.92575405150966,Diner
863,Sunnyside,40.74017628351928,-73.92691617561584,4bb80c4898c7ef3b99c63002,Limoncito con Ron,40.74413950634663,-73.92479921120155,Burger Joint
864,Sunnyside,40.74017628351928,-73.92691617561584,4f0f0e3ce4b06654e480b4e3,Verdecchio,40.74412171762285,-73.92535366786534,Pizza Place
865,Maspeth,40.72542737409365,-73.89621713626867,4b76ddd8f964a52075652ee3,Fame Diner,40.72720304445241,-73.89334857203721,Burger Joint
866,Maspeth,40.72542737409365,-73.89621713626867,4c0846b8340720a148ee8293,Good Eats Diner,40.72643679285672,-73.89440158262548,Diner
867,Maspeth,40.72542737409365,-73.89621713626867,4b7f1f62f964a520251830e3,Connolly's Corner,40.728143632937375,-73.89168402237512,Sports Bar
868,Maspeth,40.72542737409365,-73.89621713626867,4c59ec24d3aee21e13776955,New York Burger Diner,40.723974,-73.89992,Burger Joint
869,Ridgewood,40.70832315613862,-73.90143517559595,4d4c49317aa6a35d9991d570,Energy Fuel,40.709503399758056,-73.89881307779598,Restaurant
870,Ridgewood,40.70832315613862,-73.90143517559595,4f4570f1e4b0f8695d7827bc,Gyro World,40.7072799,-73.8970487,Greek Restaurant
871,Rego Park,40.72897409480739,-73.85782686905377,4ae342acf964a5207e9221e3,Tower Diner,40.72761060121135,-73.8548801452468,Diner
872,Rego Park,40.72897409480739,-73.85782686905377,4d87ba881508a143d0dce91d,Twin Donut,40.72954099335385,-73.860029,Burger Joint
873,Ozone Park,40.680708468265465,-73.84320266173454,4bc94241511f9521a58cadc7,White Castle,40.679864408321784,-73.84036463041224,Burger Joint
874,Ozone Park,40.680708468265465,-73.84320266173454,4b78315cf964a5202fbb2ee3,Esquire Diner,40.67897505281432,-73.84372413892027,Diner
875,Ozone Park,40.680708468265465,-73.84320266173454,4b79b41ff964a5204d0c2fe3,IHOP,40.681172809084394,-73.84125401986202,Breakfast Spot
876,Bayside,40.76604063281068,-73.77427363068676,4b3e391df964a520bc9925e3,Jackson Hole,40.76880043327382,-73.77334179080728,Burger Joint
877,Bayside,40.76604063281068,-73.77427363068676,4b720cfaf964a5202d6c2de3,Donovan's Grill & Tavern,40.763663026395875,-73.77035373232667,Burger Joint
878,Bayside,40.76604063281068,-73.77427363068676,4b670a92f964a5207a362be3,Uncle Jack's Steakhouse,40.764280607385075,-73.77133234757915,Steakhouse
879,Bayside,40.76604063281068,-73.77427363068676,4be757c0aecb76b039905a80,Uno Pizzeria & Grill - Bayside,40.765087162465825,-73.77187148210226,American Restaurant
880,Bayside,40.76604063281068,-73.77427363068676,4aeb79b6f964a52077c221e3,Press 195,40.763905395556144,-73.77094621364826,Bar
881,Bayside,40.76604063281068,-73.77427363068676,4b5a7d26f964a520fcc728e3,Bourbon Street Restaurant and Catering,40.76386323752008,-73.77123578258634,Cajun / Creole Restaurant
882,Bayside,40.76604063281068,-73.77427363068676,4b801f9df964a520465430e3,Avli Little Greek Tavern,40.765728653906976,-73.77197219555069,Greek Restaurant
883,Bayside,40.76604063281068,-73.77427363068676,4ee0f786a17c5707ecabf149,Urbn Burgr,40.76429925278636,-73.7713056561972,Burger Joint
884,Bayside,40.76604063281068,-73.77427363068676,4ba543eaf964a5209ef338e3,Local Bar & Grill,40.764575108241104,-73.77173021435738,Bar
885,Bellerose,40.72857318176679,-73.7201281482691,4b6b5883f964a52064022ce3,Triple Crown Diner,40.726246,-73.716034,Diner
886,Kew Gardens Hills,40.722578244228075,-73.82087764933574,4cba5b2ba33bb1f76c1c8efd,K Burger,40.722934491342855,-73.81961818182006,Burger Joint
887,Jamaica Center,40.704657360687214,-73.79690165888294,4ce2929278ddf04d207db198,Applebee's Grill + Bar,40.7042989,-73.79805827,American Restaurant
888,Jamaica Center,40.704657360687214,-73.79690165888294,4bfec17aca1920a1c1c9eb81,Wendy's,40.70344103733702,-73.80039463634603,Fast Food Restaurant
889,Rochdale,40.675211395917366,-73.77258787620913,52a79eff11d28cd5f2ebefe1,Checkers,40.67405492747334,-73.77655801152736,Fast Food Restaurant
890,Rosedale,40.65981643342812,-73.73526079428285,5c75ead5f1936e002ce895b7,Burgers Tacos Wings,40.660579,-73.739081,Burger Joint
891,Steinway,40.77592301564293,-73.90228960391681,4b57992af964a520273928e3,Alba's Pizza & Restaurant,40.773854707213914,-73.9075480001452,Italian Restaurant
892,Seaside,40.58280169684563,-73.82236121088758,555e0822498e69da4208dbd2,Beach Sliders,40.58425107904139,-73.82033617479328,Burger Joint
893,Seaside,40.58280169684563,-73.82236121088758,4fc292f4e4b021b6e044ed48,Pelicans Jungle 2,40.582889,-73.817623,Burger Joint
894,Murray Hill,40.7641261226141,-73.81276269135874,49e10e0bf964a52089611fe3,Mad For Chicken,40.76342579479461,-73.80772377497605,Korean Restaurant
895,Hillcrest,40.72382490182924,-73.7976030091268,4f393a8be4b08dd06b332799,energy kitchen D'SHorizon Center,40.724690184492886,-73.79377444948963,Burger Joint
896,Ravenswood,40.76170452605419,-73.93157506072886,4b6dbc02f964a520c98a2ce3,New York Pão de Queijo,40.762600555726785,-73.92599225210006,Burger Joint
897,Ravenswood,40.76170452605419,-73.93157506072886,52c460b2498ec92bfa2b7402,Burger King,40.76461840461722,-73.9328203350305,Fast Food Restaurant
898,Ravenswood,40.76170452605419,-73.93157506072886,456a81acf964a520f33d1fe3,Bel Aire Diner,40.765369,-73.931543,Diner
899,Ravenswood,40.76170452605419,-73.93157506072886,4df7fbbfb0fb9724c5d76805,Palace Fried Chicken,40.7597946305918,-73.93679493562549,Burger Joint
900,Ravenswood,40.76170452605419,-73.93157506072886,5b53e651005ac10039e41a58,Botte Bar,40.763329,-73.928017,Italian Restaurant
901,Ravenswood,40.76170452605419,-73.93157506072886,4bfd59c7f61dc9b626e49ede,McDonald's,40.760615162255306,-73.92614624929593,Fast Food Restaurant
902,Ravenswood,40.76170452605419,-73.93157506072886,4b4a466cf964a520e88126e3,Broadway Station,40.76227536113567,-73.92572150570834,Sports Bar
903,Lefrak City,40.736074570830844,-73.86252471413745,513502cbe4b0feed3fa72299,Miller's Ale House,40.733632828699115,-73.86404514312744,Restaurant
904,Lefrak City,40.736074570830844,-73.86252471413745,531f8866498e933d11d6faf2,Chubby Burger Chicken & Pizza,40.737012,-73.865983,Burger Joint
905,Lefrak City,40.736074570830844,-73.86252471413745,5ca83b61a30619002c2424b5,Checkers,40.736944,-73.865615,Burger Joint
906,Belle Harbor,40.57615556543113,-73.85401750392529,4c302c8b09a99c74d2ff0a2a,Jamesons Pub,40.578451592591904,-73.8495135386924,Pub
907,St. George,40.644981571004436,-74.07935312512805,4ce9c578baa6a1cd7fbd356c,The Gavel Grill,40.642156612084584,-74.07667388544122,American Restaurant
908,St. George,40.644981571004436,-74.07935312512805,4a3bc85ef964a520c0a01fe3,Steiny's Pub,40.642185270821706,-74.07659916524223,Bar
909,St. George,40.644981571004436,-74.07935312512805,42644a00f964a5202b211fe3,Ruddy & Dean,40.64407377863496,-74.07668273426954,Bar
910,Stapleton,40.626927625381796,-74.07790192660073,5a904c332db4a978fd56b77b,Urby Eats,40.629017,-74.074155,Burger Joint
911,Stapleton,40.626927625381796,-74.07790192660073,4cd4a6a5fb5954813cb2d950,Uncle Bourbon's,40.625264,-74.07482569999999,American Restaurant
912,Rosebank,40.61530494652765,-74.06980526716148,52d1b188498e1b3cc416398b,Fire Grilled Burgers,40.61721442819406,-74.06821312299776,Burger Joint
913,West Brighton,40.63187892654611,-74.10718178265617,4c140b2d7f7f2d7f463de068,Duffy's Tavern,40.62968757097199,-74.11092877250825,Burger Joint
914,Port Richmond,40.63366930554369,-74.12943426797015,50ba3d35e4b0a653aec8e699,Corner Luncheonette,40.630912221281164,-74.13047915556727,American Restaurant
915,Castleton Corners,40.61333593766747,-74.1191805853485,4b805a3df964a5208b6a30e3,Burger Chef,40.613105913563615,-74.12371915634371,Burger Joint
916,New Springville,40.594252379161745,-74.16496031329834,4f340b08e4b08ff3ca5a9577,Ranch,40.594530830275644,-74.166856430077,Burger Joint
917,Travis,40.586313751032854,-74.19073717538123,4bfec8d54e5d0f4795287d1f,Wendy's,40.58883926272606,-74.19183174603273,Burger Joint
918,New Dorp,40.572572318206355,-74.11647943606387,4ef13a67490190cf92916a9c,Bubba Burger Time,40.576122394441065,-74.11946824258122,Burger Joint
919,Eltingville,40.54223074745079,-74.16433080419367,5923545fdab4b130cd74f8e7,Wendy's,40.5440883,-74.1633741,Burger Joint
920,Eltingville,40.54223074745079,-74.16433080419367,4bb3cf6e35f0c9b6a7edbc83,Burger King,40.543272638845686,-74.16385173797607,Fast Food Restaurant
921,Annadale,40.538114174745104,-74.17854866165884,4aa06637f964a5207c3f20e3,Annadale Diner,40.542078590578434,-74.17732507824499,Diner
922,Tompkinsville,40.637316067110355,-74.08055351790122,3fd66200f964a5206ff11ee3,Cargo Cafe,40.63947017543581,-74.07573146196768,Rock Club
923,Silver Lake,40.6191931079268,-74.09629029235467,4b2574e7f964a5203d7224e3,Marie's Gourmet,40.62035253312561,-74.09914016466676,Burger Joint
924,Silver Lake,40.6191931079268,-74.09629029235467,4b8984bef964a520383e32e3,The Veranda Cafe,40.62237728853107,-74.09793376922607,American Restaurant
925,Ditmas Park,40.64367518334101,-73.96101312466787,5b591073c5b11c002ce6065f,Pasture Burgers,40.64193886931345,-73.96317958831787,Burger Joint
926,Ditmas Park,40.64367518334101,-73.96101312466787,57569669498e111ea28e0eb1,Wing Bistro,40.6447128,-73.9582952,Burger Joint
927,Ditmas Park,40.64367518334101,-73.96101312466787,5c5a55375455b2003823f6b2,Texas Chicken & Burgers,40.642063,-73.957466,Burger Joint
928,Wingate,40.66094656188115,-73.9371868055932,4b2d5275f964a52010d424e3,White Castle,40.66335666741389,-73.93223820983295,Burger Joint
929,Wingate,40.66094656188115,-73.9371868055932,54bd5c0e498ec3ed3dc75679,Izzy's Brooklyn Smokehouse,40.66486881489594,-73.9370233571384,BBQ Joint
930,Wingate,40.66094656188115,-73.9371868055932,5bd0baba64c8e1002c207e1b,Island Burger,40.661192,-73.931601,Burger Joint
931,Wingate,40.66094656188115,-73.9371868055932,4f03cdf661afb3ab89eb6d4a,Crown Fried Chicken Pizza & Coffee Shop,40.66097834076786,-73.93243155503274,American Restaurant
932,Rugby,40.655572313280814,-73.92688212616963,51198009e4b081063ca4ace0,Red Hills Rd,40.652414229283174,-73.92597895753542,Restaurant
933,Old Town,40.59632891379517,-74.08751118005587,4dbf1a6c6e810768bf9cc1c4,Brooklyn's Finest Pizza,40.59757722845665,-74.08414875059822,Pizza Place
934,Dongan Hills,40.58867294819932,-74.09639905312528,4bc673d651b376b0dbac1b6f,Wendy's,40.588282481446306,-74.09104183316236,Burger Joint
935,Grant City,40.57621558711792,-74.10585598545441,4b637fddf964a520ac7e2ae3,Planet Wings,40.57675930281548,-74.10389574981552,Burger Joint
936,Grant City,40.57621558711792,-74.10585598545441,4b0f2048f964a520735f23e3,White Castle,40.576360355647765,-74.10432885363875,Burger Joint
937,Pleasant Plains,40.52469937611818,-74.21983106616784,4bb120b3f964a520a97c3ce3,Wendy's,40.5211984,-74.2167862,Burger Joint
938,Charleston,40.53053148283317,-74.23215775896533,4c38c0e93849c928210cc0b1,Cheeburger Cheeburger,40.52715595508398,-74.23143013244436,Burger Joint
939,Charleston,40.53053148283317,-74.23215775896533,4b633143f964a52083692ae3,Applebee's Grill + Bar,40.53013581,-74.22909095,American Restaurant
940,Charleston,40.53053148283317,-74.23215775896533,4defd6d5d164e99c7b459124,Z-Two Diner & Lounge; 24 Hrs,40.52729124755892,-74.23081089671777,Diner
