,Venue,Venue Category,Venue ID,Venue Latitude,Venue Longitude,gender,id
1460,Tribeca Tap House,40.71940210827998,4ead9998e5fad025f83226a7,-74.0102893716529,Bar,female,16519414
1461,Whitmans,40.725111,5c5344331c675b002cbf22cd,-74.008039,Burger Joint,male,2136029
1462,Whitmans,40.725111,5c5344331c675b002cbf22cd,-74.008039,Burger Joint,male,3056268
1463,Greenwich Street Tavern,40.720776789422274,49e74532f964a52081641fe3,-74.01001855387565,Bar,female,354692465
1464,Greenwich Street Tavern,40.720776789422274,49e74532f964a52081641fe3,-74.01001855387565,Bar,female,18913204
1465,Greenwich Street Tavern,40.720776789422274,49e74532f964a52081641fe3,-74.01001855387565,Bar,male,1236800
1466,AOA Bar & Grill,40.72076391728839,4ec4407382313b672fccf581,-74.00509120850383,Sports Bar,female,490373720
1467,AOA Bar & Grill,40.72076391728839,4ec4407382313b672fccf581,-74.00509120850383,Sports Bar,male,62970658
1468,AOA Bar & Grill,40.72076391728839,4ec4407382313b672fccf581,-74.00509120850383,Sports Bar,male,27520257
1469,Cornerstone Grill,40.717476417228646,4a7a7c4ef964a5205ee91fe3,-74.0105452412873,BBQ Joint,female,63180313
1470,Cornerstone Grill,40.717476417228646,4a7a7c4ef964a5205ee91fe3,-74.0105452412873,BBQ Joint,male,102312955
1471,Cornerstone Grill,40.717476417228646,4a7a7c4ef964a5205ee91fe3,-74.0105452412873,BBQ Joint,female,56457978
1472,Ruby's Café,40.722292,40c10d00f964a520dd001fe3,-73.996248,Australian Restaurant,female,22432913
1473,Ruby's Café,40.722292,40c10d00f964a520dd001fe3,-73.996248,Australian Restaurant,none,515769482
1474,Ruby's Café,40.722292,40c10d00f964a520dd001fe3,-73.996248,Australian Restaurant,female,93435
1475,Au Cheval,40.71807461768801,5c71d51689b06a002c6de87d,-74.0019744088625,American Restaurant,female,487474338
1476,Au Cheval,40.71807461768801,5c71d51689b06a002c6de87d,-74.0019744088625,American Restaurant,male,7855
1477,Au Cheval,40.71807461768801,5c71d51689b06a002c6de87d,-74.0019744088625,American Restaurant,female,12188078
1478,Jack's Wife Freda,40.722022,4f0f47650cd695a0e54cb438,-73.997528,Mediterranean Restaurant,female,71372860
1479,Jack's Wife Freda,40.722022,4f0f47650cd695a0e54cb438,-73.997528,Mediterranean Restaurant,male,132881218
1480,Café Select,40.721610106927905,49bc236af964a5201b541fe3,-73.99754935696119,Swiss Restaurant,male,6783057
1481,Café Select,40.721610106927905,49bc236af964a5201b541fe3,-73.99754935696119,Swiss Restaurant,male,540455898
1482,The Grey Dog - Nolita,40.72305146326703,4ea2c02193ad755e37150c15,-73.99579507955971,Café,male,785207
1483,The Grey Dog - Nolita,40.72305146326703,4ea2c02193ad755e37150c15,-73.99579507955971,Café,female,81914294
1484,The Grey Dog - Nolita,40.72305146326703,4ea2c02193ad755e37150c15,-73.99579507955971,Café,none,530218582
1485,Mother's Ruin,40.72131099002744,4de3e4effa7651589f21983d,-73.99501204490663,Cocktail Bar,male,1538417
1486,Mother's Ruin,40.72131099002744,4de3e4effa7651589f21983d,-73.99501204490663,Cocktail Bar,female,410347748
1487,The Butcher's Daughter,40.720592723672716,50770d04e4b0eca51a5714f7,-73.99490554160472,Vegetarian / Vegan Restaurant,female,56810424
1488,The Butcher's Daughter,40.720592723672716,50770d04e4b0eca51a5714f7,-73.99490554160472,Vegetarian / Vegan Restaurant,female,15983884
1489,The Butcher's Daughter,40.720592723672716,50770d04e4b0eca51a5714f7,-73.99490554160472,Vegetarian / Vegan Restaurant,female,2787312
1490,Freemans,40.72183686195003,4169cd00f964a5208c1d1fe3,-73.99245120080575,American Restaurant,male,1743367
1491,Freemans,40.72183686195003,4169cd00f964a5208c1d1fe3,-73.99245120080575,American Restaurant,female,452782752
1492,Freemans,40.72183686195003,4169cd00f964a5208c1d1fe3,-73.99245120080575,American Restaurant,male,18351284
1493,Egg Shop,40.72043055915065,53f0c6bc498e01d5d2106388,-73.99497719620648,Breakfast Spot,female,18458966
1494,Egg Shop,40.72043055915065,53f0c6bc498e01d5d2106388,-73.99497719620648,Breakfast Spot,none,28899948
1495,Spring Natural,40.721437,56c4b5facd10824dac9e062e,-73.996962,Restaurant,male,19451230
1496,Spring Natural,40.721437,56c4b5facd10824dac9e062e,-73.996962,Restaurant,male,846315
1497,Spring Natural,40.721437,56c4b5facd10824dac9e062e,-73.996962,Restaurant,male,4061
1498,Ellabess,40.72070696422044,4ddfff5d1f6ece64736f4c49,-73.99508123167621,American Restaurant,male,1002140
1499,Gatsby's,40.72213134440028,3fd66200f964a52063e61ee3,-73.99668552731544,Bar,male,81748475
1500,Gatsby's,40.72213134440028,3fd66200f964a52063e61ee3,-73.99668552731544,Bar,none,4704723
1501,Gatsby's,40.72213134440028,3fd66200f964a52063e61ee3,-73.99668552731544,Bar,female,480468563
1502,Lucky Strike,40.722205935102615,3fd66200f964a52044e91ee3,-74.00347350296684,French Restaurant,male,58321496
1503,Lucky Strike,40.722205935102615,3fd66200f964a52044e91ee3,-74.00347350296684,French Restaurant,none,538651264
1504,Lucky Strike,40.722205935102615,3fd66200f964a52044e91ee3,-74.00347350296684,French Restaurant,male,29878
1505,SALUD SOHO,40.72578466378262,516ebf85011c365695250263,-74.00190302522023,Juice Bar,none,515769482
1506,SALUD SOHO,40.72578466378262,516ebf85011c365695250263,-74.00190302522023,Juice Bar,male,70296936
1507,SALUD SOHO,40.72578466378262,516ebf85011c365695250263,-74.00190302522023,Juice Bar,female,10267313
1508,SoHo Room,40.72534967684274,4612961ff964a52037451fe3,-74.00340833446353,Bar,male,41369686
1509,SoHo Room,40.72534967684274,4612961ff964a52037451fe3,-74.00340833446353,Bar,female,10206605
1510,SoHo Room,40.72534967684274,4612961ff964a52037451fe3,-74.00340833446353,Bar,male,18781
1511,Flip N Toss,40.73347059050955,59038d3bff1902109c6aa819,-74.00360251762612,Burger Joint,female,521382539
1512,Flip N Toss,40.73347059050955,59038d3bff1902109c6aa819,-74.00360251762612,Burger Joint,female,5003711
1513,Flip N Toss,40.73347059050955,59038d3bff1902109c6aa819,-74.00360251762612,Burger Joint,male,782414
1514,Westville West,40.73405465754775,3fd66200f964a52040e71ee3,-74.00427852255717,American Restaurant,female,427488969
1515,Westville West,40.73405465754775,3fd66200f964a52040e71ee3,-74.00427852255717,American Restaurant,male,495788328
1516,Westville West,40.73405465754775,3fd66200f964a52040e71ee3,-74.00427852255717,American Restaurant,male,92134143
1517,The Spotted Pig,40.735667393558224,4393dd78f964a520782b1fe3,-74.00681497618615,Gastropub,female,151081602
1518,The Spotted Pig,40.735667393558224,4393dd78f964a520782b1fe3,-74.00681497618615,Gastropub,female,192556597
1519,The Spotted Pig,40.735667393558224,4393dd78f964a520782b1fe3,-74.00681497618615,Gastropub,female,16519414
1520,The Little Owl,40.732440920988964,45379ccef964a520c13b1fe3,-74.0054235934664,American Restaurant,male,60485531
1521,The Little Owl,40.732440920988964,45379ccef964a520c13b1fe3,-74.0054235934664,American Restaurant,male,9216963
1522,The Little Owl,40.732440920988964,45379ccef964a520c13b1fe3,-74.0054235934664,American Restaurant,female,53301909
1523,Julius',40.73449699128521,3fd66200f964a520efe61ee3,-74.00147997860873,Burger Joint,male,85737023
1524,Julius',40.73449699128521,3fd66200f964a520efe61ee3,-74.00147997860873,Burger Joint,male,36922017
1525,Julius',40.73449699128521,3fd66200f964a520efe61ee3,-74.00147997860873,Burger Joint,male,2159835
1526,Corner Bistro,40.738022770880654,3fd66200f964a52096e91ee3,-74.00373995304108,Burger Joint,female,51011551
1527,Corner Bistro,40.738022770880654,3fd66200f964a52096e91ee3,-74.00373995304108,Burger Joint,male,81593
1528,Corner Bistro,40.738022770880654,3fd66200f964a52096e91ee3,-74.00373995304108,Burger Joint,male,522558
1529,Cafe Cluny,40.73753825910849,49bf289bf964a5200a551fe3,-74.00389727519641,American Restaurant,male,12088
1530,Cafe Cluny,40.73753825910849,49bf289bf964a5200a551fe3,-74.00389727519641,American Restaurant,female,538321855
1531,Cafe Cluny,40.73753825910849,49bf289bf964a5200a551fe3,-74.00389727519641,American Restaurant,female,9493145
1532,Five Guys,40.73229913185518,50036b8ee4b04c8e75c1945f,-74.00356238238628,Burger Joint,female,1046005
1533,Five Guys,40.73229913185518,50036b8ee4b04c8e75c1945f,-74.00356238238628,Burger Joint,male,7718588
1534,Five Guys,40.73229913185518,50036b8ee4b04c8e75c1945f,-74.00356238238628,Burger Joint,male,67365901
1535,Extra Virgin,40.73533960098671,41478600f964a520b91c1fe3,-74.00332725652542,Italian Restaurant,male,1538836
1536,Extra Virgin,40.73533960098671,41478600f964a520b91c1fe3,-74.00332725652542,Italian Restaurant,female,43015
1537,Extra Virgin,40.73533960098671,41478600f964a520b91c1fe3,-74.00332725652542,Italian Restaurant,male,4383521
1538,4 Charles Prime Rib,40.735219495923204,585164b77220e62219c9aeb6,-74.00064881888709,Steakhouse,female,37559131
1539,4 Charles Prime Rib,40.735219495923204,585164b77220e62219c9aeb6,-74.00064881888709,Steakhouse,male,1787694
1540,4 Charles Prime Rib,40.735219495923204,585164b77220e62219c9aeb6,-74.00064881888709,Steakhouse,female,451571718
1541,Joseph Leonard,40.733681436202154,4a78c865f964a52068e61fe3,-74.00176726868112,New American Restaurant,male,46428363
1542,Joseph Leonard,40.733681436202154,4a78c865f964a52068e61fe3,-74.00176726868112,New American Restaurant,female,4758711
1543,The Spaniard,40.7326969,5887fe6113af1c796e9121db,-74.0022796,Pub,male,764171
1544,The Spaniard,40.7326969,5887fe6113af1c796e9121db,-74.0022796,Pub,male,25467995
1545,The Spaniard,40.7326969,5887fe6113af1c796e9121db,-74.0022796,Pub,female,7858457
1546,Tavern on Jane,40.738208,3fd66200f964a52007ea1ee3,-74.004267,American Restaurant,male,3952654
1547,Tavern on Jane,40.738208,3fd66200f964a52007ea1ee3,-74.004267,American Restaurant,male,66074
1548,Tavern on Jane,40.738208,3fd66200f964a52007ea1ee3,-74.004267,American Restaurant,male,3867221
1549,The Beatrice Inn,40.73763086097132,4f32037a19833175d609bce1,-74.00410059776152,Steakhouse,female,18532148
1550,The Beatrice Inn,40.73763086097132,4f32037a19833175d609bce1,-74.00410059776152,Steakhouse,female,8988128
1551,The Beatrice Inn,40.73763086097132,4f32037a19833175d609bce1,-74.00410059776152,Steakhouse,male,40852
1552,Wilfie & Nell,40.73406420000001,49b1f97af964a520dd521fe3,-74.00307049999998,Gastropub,male,54320085
1553,Wilfie & Nell,40.73406420000001,49b1f97af964a520dd521fe3,-74.00307049999998,Gastropub,female,485862
1554,Wilfie & Nell,40.73406420000001,49b1f97af964a520dd521fe3,-74.00307049999998,Gastropub,male,33160725
1555,Elephant & Castle,40.736158612497114,45b242f8f964a520a1411fe3,-74.00092184436656,Breakfast Spot,male,495788328
1556,Elephant & Castle,40.736158612497114,45b242f8f964a520a1411fe3,-74.00092184436656,Breakfast Spot,female,17338281
1557,Elephant & Castle,40.736158612497114,45b242f8f964a520a1411fe3,-74.00092184436656,Breakfast Spot,male,447613
1558,Daddy-O,40.73045171577035,4137b400f964a520d11a1fe3,-74.00432253212063,Bar,none,503379926
1559,Daddy-O,40.73045171577035,4137b400f964a520d11a1fe3,-74.00432253212063,Bar,male,82911783
1560,Daddy-O,40.73045171577035,4137b400f964a520d11a1fe3,-74.00432253212063,Bar,female,11288287
1561,Perry St,40.73445323073349,43334580f964a52013281fe3,-74.0099817730103,New American Restaurant,male,106520923
1562,Perry St,40.73445323073349,43334580f964a52013281fe3,-74.0099817730103,New American Restaurant,male,1113264
1563,Perry St,40.73445323073349,43334580f964a52013281fe3,-74.0099817730103,New American Restaurant,male,12520837
1564,The Waverly Inn,40.737052956802614,3fd66200f964a52066ea1ee3,-74.00204929821246,American Restaurant,female,401782460
1565,Bus Stop Cafe,40.736997443401975,4656e534f964a52008471fe3,-74.00571418575664,Diner,female,18970418
1566,Bus Stop Cafe,40.736997443401975,4656e534f964a52008471fe3,-74.00571418575664,Diner,female,2071057
1567,Bus Stop Cafe,40.736997443401975,4656e534f964a52008471fe3,-74.00571418575664,Diner,male,7543089
1568,The Loyal,40.732182468947954,59c8394cad17894a86aa1ddb,-74.00346856702589,Restaurant,male,22309433
1569,The Loyal,40.732182468947954,59c8394cad17894a86aa1ddb,-74.00346856702589,Restaurant,male,124958189
1570,The Warren NYC,40.7331756,56dcacb9498e12e3c47eb759,-74.0067516,American Restaurant,none,524787148
1571,The Warren NYC,40.7331756,56dcacb9498e12e3c47eb759,-74.0067516,American Restaurant,female,53730419
1572,The Warren NYC,40.7331756,56dcacb9498e12e3c47eb759,-74.0067516,American Restaurant,female,9344754
1573,Murray's Cheese Bar,40.7312530262576,500d9460c84c53f005e19eb8,-74.00302563321979,Cheese Shop,female,3231862
1574,Murray's Cheese Bar,40.7312530262576,500d9460c84c53f005e19eb8,-74.00302563321979,Cheese Shop,male,408707590
1575,White Horse Tavern,40.73569907657671,3fd66200f964a52039eb1ee3,-74.0060307573638,Burger Joint,male,927
1576,White Horse Tavern,40.73569907657671,3fd66200f964a52039eb1ee3,-74.0060307573638,Burger Joint,male,21117443
1577,White Horse Tavern,40.73569907657671,3fd66200f964a52039eb1ee3,-74.0060307573638,Burger Joint,female,16796732
1578,Upright Brew House,40.73498429700781,4e5ad329d22dfba6f486e1ee,-74.00614324770322,Gastropub,female,185762929
1579,Upright Brew House,40.73498429700781,4e5ad329d22dfba6f486e1ee,-74.00614324770322,Gastropub,male,124117609
1580,Upright Brew House,40.73498429700781,4e5ad329d22dfba6f486e1ee,-74.00614324770322,Gastropub,male,25765631
1581,The Quarter,40.733888,505e407ee4b0b4bf457a5848,-74.006073,American Restaurant,female,75740701
1582,The Quarter,40.733888,505e407ee4b0b4bf457a5848,-74.006073,American Restaurant,male,3077331
1583,The Quarter,40.733888,505e407ee4b0b4bf457a5848,-74.006073,American Restaurant,male,11827985
1584,Richie's Burger Joint,40.79817966340352,55357d16498ed1284e2944a1,-73.96928129257066,Burger Joint,female,13834
1585,Richie's Burger Joint,40.79817966340352,55357d16498ed1284e2944a1,-73.96928129257066,Burger Joint,male,1852
1586,Richie's Burger Joint,40.79817966340352,55357d16498ed1284e2944a1,-73.96928129257066,Burger Joint,male,21978303
1587,Schatzie Prime Meat,40.79815904683432,5531c791498e63ef341b8348,-73.96930538618801,American Restaurant,male,16262446
1588,Schatzie Prime Meat,40.79815904683432,5531c791498e63ef341b8348,-73.96930538618801,American Restaurant,male,157249436
1589,Schatzie Prime Meat,40.79815904683432,5531c791498e63ef341b8348,-73.96930538618801,American Restaurant,male,207764
1590,Metro Diner,40.79736584658146,4ccc8124c0378cfa0f2a8748,-73.9701882097831,Diner,female,384188280
1591,Metro Diner,40.79736584658146,4ccc8124c0378cfa0f2a8748,-73.9701882097831,Diner,male,6021
1592,Metro Diner,40.79736584658146,4ccc8124c0378cfa0f2a8748,-73.9701882097831,Diner,female,400465165
1593,Cafe du Soleil,40.800010128233424,44e86a78f964a5209c371fe3,-73.968094337515,French Restaurant,male,9727505
1594,Cafe du Soleil,40.800010128233424,44e86a78f964a5209c371fe3,-73.968094337515,French Restaurant,male,451556996
1595,Nobody told me,40.80075,5a94f6ebdff8155b05687ba7,-73.96506,Burger Joint,female,215549
1596,Shake Shack,40.8079332191406,5978a3f5f427de7d9ea68121,-73.96401291782415,Burger Joint,male,68859
1597,Shake Shack,40.8079332191406,5978a3f5f427de7d9ea68121,-73.96401291782415,Burger Joint,female,517473653
1598,Shake Shack,40.8079332191406,5978a3f5f427de7d9ea68121,-73.96401291782415,Burger Joint,none,2340915
1599,Mel's Burger Bar,40.80454679733712,4c2b3c7c57a9c9b63a86f567,-73.96632597507245,Burger Joint,male,534918684
1600,Mel's Burger Bar,40.80454679733712,4c2b3c7c57a9c9b63a86f567,-73.96632597507245,Burger Joint,none,532252862
1601,Mel's Burger Bar,40.80454679733712,4c2b3c7c57a9c9b63a86f567,-73.96632597507245,Burger Joint,male,219882
1602,Community Food & Juice,40.805822748265,49c80121f964a520e1571fe3,-73.96548276458269,American Restaurant,female,3650812
1603,Community Food & Juice,40.805822748265,49c80121f964a520e1571fe3,-73.96548276458269,American Restaurant,female,4984584
1604,Five Guys,40.80445137020784,4cd48f0367c7236a96f90d77,-73.9664781790038,Burger Joint,male,12087218
1605,Five Guys,40.80445137020784,4cd48f0367c7236a96f90d77,-73.9664781790038,Burger Joint,male,73106087
1606,Five Guys,40.80445137020784,4cd48f0367c7236a96f90d77,-73.9664781790038,Burger Joint,female,7843595
1607,Friedman's,40.80833151824579,55a7dfa0498e279990d7498b,-73.95994259206437,American Restaurant,male,30164144
1608,Friedman's,40.80833151824579,55a7dfa0498e279990d7498b,-73.95994259206437,American Restaurant,male,11111871
1609,Friedman's,40.80833151824579,55a7dfa0498e279990d7498b,-73.95994259206437,American Restaurant,male,12914268
1610,The Heights Bar & Grill,40.805153654577104,424de080f964a520b6201fe3,-73.9660777117582,Bar,male,233446
1611,The Heights Bar & Grill,40.805153654577104,424de080f964a520b6201fe3,-73.9660777117582,Bar,female,2815399
1612,The Heights Bar & Grill,40.805153654577104,424de080f964a520b6201fe3,-73.9660777117582,Bar,male,448762565
1613,Tom's Restaurant,40.805436,415c9e00f964a520501d1fe3,-73.965334,Diner,male,9488517
1614,Tom's Restaurant,40.805436,415c9e00f964a520501d1fe3,-73.965334,Diner,male,71527082
1615,Tom's Restaurant,40.805436,415c9e00f964a520501d1fe3,-73.965334,Diner,male,808231
1616,Amir's Grill,40.806512136488315,4ae61d8af964a520cea421e3,-73.96498490689814,Falafel Restaurant,male,128042
1617,Amir's Grill,40.806512136488315,4ae61d8af964a520cea421e3,-73.96498490689814,Falafel Restaurant,female,19285500
1618,Amir's Grill,40.806512136488315,4ae61d8af964a520cea421e3,-73.96498490689814,Falafel Restaurant,male,3438706
1619,Molly's Shebeen,40.73836466050828,4197f180f964a5201f1e1fe3,-73.9835132890077,Irish Pub,female,26806641
1620,Molly's Shebeen,40.73836466050828,4197f180f964a5201f1e1fe3,-73.9835132890077,Irish Pub,male,13700863
1621,Molly's Shebeen,40.73836466050828,4197f180f964a5201f1e1fe3,-73.9835132890077,Irish Pub,female,126862206
1622,Joe Junior,40.734634,4aec7ec1f964a520e3c721e3,-73.985946,American Restaurant,male,9288
1623,Joe Junior,40.734634,4aec7ec1f964a520e3c721e3,-73.985946,American Restaurant,none,513198243
1624,Joe Junior,40.734634,4aec7ec1f964a520e3c721e3,-73.985946,American Restaurant,male,173181
1625,Maialino,40.7384419150589,4afb2990f964a520a91b22e3,-73.98561005041564,Italian Restaurant,male,23514254
1626,Maialino,40.7384419150589,4afb2990f964a520a91b22e3,-73.98561005041564,Italian Restaurant,male,21887
1627,Maialino,40.7384419150589,4afb2990f964a520a91b22e3,-73.98561005041564,Italian Restaurant,male,29916443
1628,Bluebell Cafe,40.73850713930332,4ba01057f964a520de5637e3,-73.98342876562586,American Restaurant,female,475446251
1629,Bluebell Cafe,40.73850713930332,4ba01057f964a520de5637e3,-73.98342876562586,American Restaurant,none,532259428
1630,Bluebell Cafe,40.73850713930332,4ba01057f964a520de5637e3,-73.98342876562586,American Restaurant,female,103197807
1631,Taproom No. 307,40.73907942545743,4d5b409222ad2d43527ce695,-73.98299280524773,Bar,female,94144078
